id,lang_tgt,severity,mqm_score,num_template_qs,num_srl_qs,num_diff_qs,num_atomic_qs,num_questions,num_mismatches,askqe_score
doc67_row1777_row359,ru,No Error,100,0,2,4,5,11,6,0.5675675675675675
doc67_row1911_row360,ru,No Error,100,0,1,1,3,5,1,0.8888888888888888
doc67_row1686_row361,ru,Minor,98,5,1,1,10,17,4,0.7936507936507936
doc46_row1806_row362,ru,No Error,100,1,1,0,3,5,0,1.0
doc67_row1844_row363,ru,No Error,100,0,2,2,5,9,3,0.7575757575757576
doc37_row389_row364,ru,No Error,100,1,4,4,2,11,4,0.7567567567567568
doc67_row1705_row365,ru,No Error,100,1,2,1,2,6,1,0.9130434782608695
doc80_row1862_row366,ru,Critical,49,5,2,2,5,14,3,0.864406779661017
doc80_row1725_row367,ru,Minor,99,0,5,4,5,14,3,0.8823529411764706
doc67_row4488_row368,ru,No Error,100,0,1,4,6,11,4,0.7777777777777778
doc37_row1920_row369,ru,No Error,100,2,2,2,4,10,2,0.8888888888888888
doc67_row1957_row370,ru,Major,95,4,3,4,10,21,8,0.717948717948718
doc94_row1927_row371,ru,No Error,100,1,1,2,2,6,3,0.6
doc67_row1907_row372,ru,Minor,99,1,2,1,2,6,1,0.9130434782608695
doc67_row356_row373,ru,No Error,100,3,1,2,3,9,4,0.6666666666666666
doc94_row1729_row374,ru,No Error,100,3,3,4,4,14,3,0.8723404255319149
doc67_row360_row375,ru,Major,95,0,1,4,7,12,3,0.85
doc37_row4451_row376,ru,No Error,100,1,1,4,4,10,5,0.5625
doc67_row1623_row377,ru,No Error,100,2,3,1,10,16,4,0.7903225806451613
doc67_row1639_row378,ru,No Error,100,5,1,1,10,17,3,0.8253968253968254
doc67_row1832_row379,ru,No Error,100,0,1,3,7,11,3,0.7894736842105263
doc94_row358_row380,ru,No Error,100,0,1,4,4,9,5,0.5714285714285714
doc46_row4469_row381,ru,No Error,100,2,1,4,5,12,6,0.5581395348837209
doc67_row1908_row382,ru,Minor,99,0,1,1,6,8,2,0.8
doc67_row1637_row383,ru,No Error,100,0,1,2,6,9,3,0.75
doc94_row1801_row384,ru,No Error,100,3,1,0,4,8,0,1.0
doc46_row314_row385,ru,No Error,100,1,3,2,7,13,3,0.8333333333333334
doc67_row310_row386,ru,No Error,100,1,2,4,2,9,2,0.8620689655172413
doc37_row1722_row387,ru,No Error,100,2,2,2,4,10,2,0.8888888888888888
doc67_row1780_row388,ru,No Error,100,3,1,2,3,9,4,0.6666666666666666
doc37_row1858_row389,ru,No Error,100,0,1,0,2,3,0,1.0
doc51_row1751_row390,ru,Minor,97,11,1,3,7,22,2,0.9523809523809523
doc46_row1805_row391,ru,No Error,100,5,2,4,2,13,5,0.74
doc94_row1926_row392,ru,No Error,100,3,3,3,4,13,6,0.6444444444444445
doc80_row4523_row393,ru,Major,94,3,2,1,7,13,2,0.8235294117647058
doc94_row1798_row394,ru,No Error,100,1,2,0,5,8,0,1.0
doc94_row1659_row395,ru,Minor,99,3,1,0,4,8,1,0.9
doc80_row375_row396,ru,Critical,75,3,2,3,7,15,6,0.6545454545454545
doc51_row1611_row397,ru,Minor,98,8,2,0,5,15,0,1.0
doc80_row359_row398,ru,Critical,49,4,2,4,5,15,9,0.40384615384615385
doc46_row1737_row399,ru,No Error,100,1,1,1,3,6,2,0.7142857142857143
doc32_row3715_row400,zh-CN,No Error,100,1,1,2,1,5,2,0.7777777777777778
doc31_row3740_row401,zh-CN,Minor,98,6,4,2,7,19,6,0.7162162162162162
doc17_row2862_row402,zh-CN,Minor,99,2,1,3,4,10,4,0.65625
doc32_row3619_row403,zh-CN,No Error,100,0,1,1,4,6,1,0.9090909090909091
doc25_row2548_row404,zh-CN,Minor,99,7,3,1,11,22,4,0.8105263157894737
doc17_row3215_row405,zh-CN,Major,89,1,2,4,7,14,8,0.5208333333333334
doc27_row3483_row406,zh-CN,Minor,97,2,3,4,2,11,3,0.85
doc3_row3145_row407,zh-CN,Major,95,6,3,2,2,13,4,0.7454545454545455
doc27_row4776_row408,zh-CN,No Error,100,4,1,3,2,10,6,0.55
doc32_row3796_row409,zh-CN,Minor,99,1,1,1,1,4,2,0.5625
doc20_row3117_row410,zh-CN,Minor,98,0,1,2,2,5,3,0.5
doc31_row3648_row411,zh-CN,Major,94,1,3,4,7,15,8,0.5454545454545454
doc27_row2763_row412,zh-CN,Minor,97,2,3,4,2,11,5,0.675
doc26_row3736_row413,zh-CN,No Error,100,0,1,1,6,8,1,0.9333333333333333
doc32_row4729_row414,zh-CN,No Error,100,1,0,1,3,5,1,0.8888888888888888
doc33_row2897_row415,zh-CN,No Error,100,5,2,2,6,15,2,0.9016393442622951
doc26_row4846_row416,zh-CN,No Error,100,1,1,2,7,11,2,0.8974358974358975
doc27_row3124_row417,zh-CN,No Error,100,4,1,1,2,8,3,0.7222222222222222
doc49_row2996_row418,zh-CN,No Error,100,4,3,4,6,17,3,0.8
doc27_row4773_row419,zh-CN,Minor,98,2,3,1,2,8,0,1.0
doc31_row3018_row420,zh-CN,Major,95,2,2,0,2,6,0,1.0
doc20_row3208_row421,zh-CN,Minor,98,8,2,3,2,15,3,0.8923076923076924
doc3_row2686_row422,zh-CN,Major,92,9,4,4,16,33,23,0.20689655172413793
doc31_row2845_row423,zh-CN,Minor,99,13,1,2,6,22,3,0.8723404255319149
doc3_row3325_row424,zh-CN,No Error,100,2,2,4,2,10,6,0.45454545454545453
doc3_row3411_row425,zh-CN,Minor,99,5,4,4,6,19,10,0.5
doc31_row3382_row426,zh-CN,No Error,100,0,1,1,4,6,2,0.7272727272727273
doc32_row3712_row427,zh-CN,No Error,100,0,1,1,4,6,1,0.9090909090909091
doc31_row889_row428,zh-CN,Major,95,4,2,4,5,15,4,0.8245614035087719
doc32_row421_row429,zh-CN,No Error,100,0,1,1,2,4,1,0.8571428571428571
doc26_row2841_row430,zh-CN,Minor,98,0,1,4,4,9,5,0.5714285714285714
doc17_row3517_row431,zh-CN,Minor,99,1,1,4,4,10,5,0.6451612903225806
doc3_row415_row432,zh-CN,No Error,100,2,2,3,2,9,7,0.27586206896551724
doc3_row4797_row433,zh-CN,No Error,100,5,2,1,2,10,2,0.8444444444444444
doc25_row3727_row434,zh-CN,Minor,99,0,3,3,6,12,4,0.7441860465116279
doc3_row3420_row435,zh-CN,No Error,100,0,1,0,3,4,0,1.0
doc3_row3859_row436,zh-CN,Major,95,5,4,3,6,18,7,0.6451612903225806
doc20_row3118_row437,zh-CN,Minor,99,6,2,0,5,13,0,1.0
doc20_row3119_row438,zh-CN,Minor,99,8,2,3,2,15,3,0.8923076923076924
doc3_row3226_row439,zh-CN,Minor,99,4,5,3,3,15,4,0.8253968253968254
doc3_row3852_row440,zh-CN,Major,95,6,3,4,2,15,7,0.6181818181818182
doc17_row3395_row441,zh-CN,No Error,100,2,2,0,9,13,0,1.0
doc3_row2886_row442,zh-CN,No Error,100,5,2,0,2,9,0,1.0
doc32_row3260_row443,zh-CN,Minor,99,0,3,4,4,11,7,0.43243243243243246
doc49_row2826_row444,zh-CN,No Error,100,2,4,4,1,11,6,0.5833333333333334
doc20_row3834_row445,zh-CN,Minor,98,0,1,2,2,5,2,0.75
doc17_row418_row446,zh-CN,No Error,100,1,1,4,4,10,6,0.5161290322580645
doc3_row3323_row447,zh-CN,No Error,100,2,1,4,2,9,2,0.8571428571428571
doc31_row3111_row448,zh-CN,No Error,100,5,1,2,6,14,3,0.8275862068965517
doc32_row3258_row449,zh-CN,Minor,99,0,3,4,2,9,6,0.43333333333333335
doc3_row3159_row450,zh-CN,No Error,100,1,1,4,12,18,7,0.6666666666666666
doc17_row3580_row451,zh-CN,No Error,100,4,3,4,5,16,5,0.7115384615384616
doc31_row3291_row452,zh-CN,No Error,100,0,3,1,6,10,3,0.717948717948718
doc31_row3380_row453,zh-CN,Minor,99,6,1,2,4,13,2,0.8846153846153846
doc32_row3177_row454,zh-CN,No Error,100,2,1,4,3,10,6,0.5333333333333333
doc3_row3223_row455,zh-CN,Minor,99,6,1,4,9,20,4,0.8857142857142857
doc20_row4769_row456,zh-CN,Minor,99,0,1,0,2,3,0,1.0
doc3_row4885_row457,zh-CN,No Error,100,2,1,4,2,9,4,0.6071428571428571
doc31_row2567_row458,zh-CN,No Error,100,13,1,0,6,20,0,1.0
doc3_row4892_row459,zh-CN,No Error,100,6,4,3,3,16,3,0.9047619047619048
doc3_row3315_row460,zh-CN,Minor,99,4,5,3,3,15,5,0.7301587301587301
doc31_row3021_row461,zh-CN,Minor,99,0,1,1,8,10,1,0.9473684210526315
doc32_row3530_row462,zh-CN,No Error,100,0,1,3,2,6,5,0.2222222222222222
doc20_row4771_row463,zh-CN,Minor,99,8,2,2,2,14,2,0.9365079365079365
doc32_row2811_row464,zh-CN,Minor,99,1,1,1,1,4,1,0.875
doc3_row3777_row465,zh-CN,No Error,100,5,2,0,2,9,0,1.0
doc49_row3810_row466,zh-CN,No Error,100,2,4,4,1,11,6,0.5833333333333334
doc3_row2961_row467,zh-CN,Major,95,6,4,3,5,18,5,0.7794117647058824
doc3_row3870_row468,zh-CN,No Error,100,5,2,0,2,9,0,1.0
doc31_row3474_row469,zh-CN,Minor,99,1,3,5,7,16,5,0.7540983606557377
doc3_row3330_row470,zh-CN,No Error,100,11,3,4,2,20,3,0.8918918918918919
doc3_row4893_row471,zh-CN,No Error,100,4,3,1,3,11,6,0.5106382978723404
doc26_row3462_row472,zh-CN,Minor,97,0,1,2,8,11,3,0.8
doc32_row2526_row473,zh-CN,Major,95,1,1,1,1,4,1,0.875
doc25_row3457_row474,zh-CN,Major,94,3,1,4,8,16,4,0.8275862068965517
doc25_row3814_row475,zh-CN,Minor,99,1,2,4,4,11,7,0.4444444444444444
doc3_row3851_row476,zh-CN,Minor,99,4,4,4,2,14,7,0.6041666666666666
doc3_row3582_row477,zh-CN,Major,95,4,4,4,2,14,6,0.6458333333333334
doc3_row3331_row478,zh-CN,No Error,100,5,2,0,2,9,0,1.0
doc3_row2952_row479,zh-CN,Major,95,9,4,1,3,17,4,0.78125
doc32_row2630_row480,zh-CN,No Error,100,1,0,0,3,4,0,1.0
doc26_row3734_row481,zh-CN,No Error,100,3,3,5,3,14,5,0.6153846153846154
doc3_row3862_row482,zh-CN,Minor,99,3,2,4,3,12,5,0.725
doc3_row2885_row483,zh-CN,No Error,100,11,3,4,2,20,5,0.8378378378378378
doc27_row4867_row484,zh-CN,No Error,100,4,1,3,2,10,6,0.55
doc17_row3430_row485,zh-CN,No Error,100,2,2,2,9,15,2,0.8846153846153846
doc32_row3622_row486,zh-CN,No Error,100,0,1,4,2,7,5,0.4
doc25_row437_row487,zh-CN,Minor,99,2,1,3,6,12,4,0.775
doc49_row3087_row488,zh-CN,Minor,99,2,1,4,3,10,4,0.7096774193548387
doc31_row2935_row489,zh-CN,Minor,98,5,2,2,8,17,0,1.0
doc3_row2693_row490,zh-CN,Minor,98,5,2,4,4,15,5,0.7446808510638298
doc3_row3512_row491,zh-CN,No Error,100,0,1,0,5,6,0,1.0
doc27_row3573_row492,zh-CN,No Error,100,4,1,2,2,9,5,0.5789473684210527
doc3_row3602_row493,zh-CN,No Error,100,6,4,2,3,15,4,0.7868852459016393
doc33_row2620_row494,zh-CN,No Error,100,5,2,0,6,13,0,1.0
doc3_row2877_row495,zh-CN,Major,95,2,2,3,2,9,7,0.27586206896551724
doc33_row4900_row496,zh-CN,No Error,100,1,1,1,5,8,1,0.9333333333333333
doc25_row2835_row497,zh-CN,Minor,99,0,1,4,9,14,6,0.6666666666666666
doc20_row2939_row498,zh-CN,Minor,99,6,2,0,5,13,0,1.0
doc3_row2788_row499,zh-CN,No Error,100,5,2,4,4,15,5,0.7446808510638298
